trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
735,False,"{'a': 0.5, 'e': 0.7418307534023283}",25,0,-56.93417805398341,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
736,False,"{'a': 0.5, 'e': 0.7411597954431091}",25,0,-97.65505176691067,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
737,False,"{'a': 0.5, 'e': 0.7404880963241562}",25,0,-49.14779162989771,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
738,False,"{'a': 0.5, 'e': 0.7398156567171688}",20,0,-10.112651857229707,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
739,False,"{'a': 0.5, 'e': 0.7391424772945862}",30,0,-123.60836165438796,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
740,False,"{'a': 0.5, 'e': 0.7384685587295879}",20,10,-47.61140242920611,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 1}",1
741,False,"{'a': 0.5, 'e': 0.7377939016960925}",30,0,-140.70790461480897,"{0: 16, 1: 6, 2: 5, 3: 2, 4: 1}",0
742,False,"{'a': 0.5, 'e': 0.7371185068687569}",30,19,-33.71799438735723,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.7364423749229758}",20,0,-59.789153427547994,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
744,False,"{'a': 0.5, 'e': 0.7357655065348812}",25,13,-99.15175146707806,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 2}",1
745,False,"{'a': 0.5, 'e': 0.7350879023813413}",35,0,-66.30513698388063,"{0: 25, 1: 3, 2: 6, 3: 1, 4: 0}",0
746,False,"{'a': 0.5, 'e': 0.7344095631399603}",20,6,1.5759485004272806,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.7337304894890774}",20,12,-2.0684163248897214,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.7330506821077661}",30,0,-156.30022607922365,"{0: 20, 1: 0, 2: 6, 3: 2, 4: 2}",0
749,False,"{'a': 0.5, 'e': 0.7323701416758338}",20,0,-1.2981241282995528,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.7316888688738209}",35,19,-46.20399023830634,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.7310068643830001}",25,0,-102.38656028864442,"{0: 17, 1: 3, 2: 1, 3: 3, 4: 1}",0
752,False,"{'a': 0.5, 'e': 0.7303241288853757}",35,0,-236.01906405155228,"{0: 19, 1: 7, 2: 3, 3: 2, 4: 4}",0
753,False,"{'a': 0.5, 'e': 0.7296406630636835}",25,10,-72.39632486521668,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
754,False,"{'a': 0.5, 'e': 0.7289564676013889}",25,16,12.084958039918622,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.7282715431826874}",20,5,-49.61327254856296,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
756,False,"{'a': 0.5, 'e': 0.7275858904925034}",20,0,-88.1110008893043,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
757,False,"{'a': 0.5, 'e': 0.7268995102164897}",25,0,-90.92860450285306,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
758,False,"{'a': 0.5, 'e': 0.7262124030410263}",30,0,-240.15437655480366,"{0: 17, 1: 1, 2: 7, 3: 1, 4: 4}",0
759,False,"{'a': 0.5, 'e': 0.7255245696532202}",20,0,-93.84328592289835,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
760,False,"{'a': 0.5, 'e': 0.7248360107409052}",20,0,-27.110842757438004,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
761,False,"{'a': 0.5, 'e': 0.7241467269926396}",20,0,-75.18967981351427,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",1
762,False,"{'a': 0.5, 'e': 0.7234567190977075}",20,0,-78.69411100078678,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
763,False,"{'a': 0.5, 'e': 0.7227659877461166}",20,0,-106.12592249878921,"{0: 8, 1: 3, 2: 8, 3: 1, 4: 0}",0
764,False,"{'a': 0.5, 'e': 0.7220745336285981}",20,14,-2.758008418874023,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.7213823574366063}",25,0,-113.83467903257934,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
766,False,"{'a': 0.5, 'e': 0.720689459862317}",20,9,-41.48947381972081,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
767,False,"{'a': 0.5, 'e': 0.719995841598628}",20,0,-72.13155035155594,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
768,False,"{'a': 0.5, 'e': 0.7193015033391573}",30,8,-21.361957827438133,"{0: 16, 1: 4, 2: 1, 3: 1, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.7186064457782433}",20,12,-68.02358969896562,"{0: 4, 1: 1, 2: 1, 3: 1, 4: 1}",1
770,False,"{'a': 0.5, 'e': 0.7179106696109434}",30,0,-45.23097213679066,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
771,False,"{'a': 0.5, 'e': 0.7172141755330337}",20,0,-95.74183333231449,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
772,False,"{'a': 0.5, 'e': 0.7165169642410081}",20,0,-35.388866507874,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.7158190364320782}",25,0,-3.6213553908988336,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
774,False,"{'a': 0.5, 'e': 0.7151203928041714}",30,7,-34.1941592240731,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.7144210340559314}",20,0,-76.60630427898187,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
776,False,"{'a': 0.5, 'e': 0.7137209608867168}",20,15,1.0827839898135878,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.7130201739966009}",30,0,-143.64417263760615,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 1}",0
778,False,"{'a': 0.5, 'e': 0.7123186740863704}",20,0,-47.194031338006766,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
779,False,"{'a': 0.5, 'e': 0.7116164618575251}",25,0,-56.720970419921315,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
780,False,"{'a': 0.5, 'e': 0.7109135380122773}",25,0,-28.324054165650107,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
781,False,"{'a': 0.5, 'e': 0.7102099032535507}",20,3,-110.54927216095898,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 2}",1
782,False,"{'a': 0.5, 'e': 0.7095055582849801}",35,0,-188.85212684817037,"{0: 23, 1: 1, 2: 7, 3: 1, 4: 3}",0
783,False,"{'a': 0.5, 'e': 0.7088005038109104}",20,0,-142.59652143992142,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
784,False,"{'a': 0.5, 'e': 0.7080947405363958}",25,13,-55.741522006263885,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
785,False,"{'a': 0.5, 'e': 0.7073882691671998}",25,0,-104.9394661760964,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
786,False,"{'a': 0.5, 'e': 0.7066810904097935}",20,0,7.254938912745594,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
787,False,"{'a': 0.5, 'e': 0.7059732049713557}",20,0,-14.468431056993557,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
788,False,"{'a': 0.5, 'e': 0.7052646135597718}",20,0,-13.160226998683688,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
789,False,"{'a': 0.5, 'e': 0.704555316883633}",25,7,-63.653620472139416,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 1}",1
790,False,"{'a': 0.5, 'e': 0.7038453156522362}",20,0,-64.31588005746381,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
791,False,"{'a': 0.5, 'e': 0.7031346105755822}",35,13,-152.424877075576,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 2}",1
792,False,"{'a': 0.5, 'e': 0.7024232023643764}",25,0,-131.20215160880738,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",1
793,False,"{'a': 0.5, 'e': 0.7017110917300267}",20,3,-2.6977005496677258,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.7009982793846437}",25,1,-71.78207092266724,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 1}",1
795,False,"{'a': 0.5, 'e': 0.7002847660410397}",25,0,-6.303112107430746,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
796,False,"{'a': 0.5, 'e': 0.699570552412728}",25,0,-34.03253961451075,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
797,False,"{'a': 0.5, 'e': 0.6988556392139224}",30,11,-7.7042319947959905,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.6981400271595357}",20,0,-45.8917776259742,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
799,False,"{'a': 0.5, 'e': 0.69742371696518}",25,16,-19.352082024188093,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.6967067093471655}",25,0,-51.19592980805333,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
801,False,"{'a': 0.5, 'e': 0.6959890050224996}",20,14,11.732230315198489,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.6952706047088868}",25,0,-65.33272504044575,"{0: 16, 1: 6, 2: 2, 3: 0, 4: 1}",0
803,False,"{'a': 0.5, 'e': 0.6945515091247272}",20,0,-41.43001834385245,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
804,False,"{'a': 0.5, 'e': 0.6938317189891162}",25,0,-120.8143810738612,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
805,False,"{'a': 0.5, 'e': 0.6931112350218442}",20,1,-52.86636918429111,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
806,False,"{'a': 0.5, 'e': 0.6923900579433949}",25,0,2.220089598079313,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
807,False,"{'a': 0.5, 'e': 0.6916681884749454}",20,0,-108.5424731969837,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
808,False,"{'a': 0.5, 'e': 0.6909456273383651}",25,3,-7.6254588386814515,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.6902223752562149}",20,0,-142.19978805084534,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
810,False,"{'a': 0.5, 'e': 0.6894984329517471}",20,0,-85.85974968380874,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
811,False,"{'a': 0.5, 'e': 0.6887738011489036}",20,0,-48.97068978380564,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
812,False,"{'a': 0.5, 'e': 0.6880484805723165}",25,13,-13.503978694773874,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
813,False,"{'a': 0.5, 'e': 0.6873224719473062}",25,0,-222.42196618104506,"{0: 12, 1: 5, 2: 3, 3: 1, 4: 4}",0
814,False,"{'a': 0.5, 'e': 0.6865957759998812}",25,12,-44.09325659802557,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
815,False,"{'a': 0.5, 'e': 0.6858683934567373}",25,0,-86.58296572139405,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
816,False,"{'a': 0.5, 'e': 0.6851403250452572}",30,0,-113.64368782553838,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
817,False,"{'a': 0.5, 'e': 0.6844115714935092}",25,0,-120.79590976774074,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
818,False,"{'a': 0.5, 'e': 0.6836821335302466}",20,0,-35.03921396462447,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
819,False,"{'a': 0.5, 'e': 0.6829520118849076}",20,6,-27.279657381998938,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
820,False,"{'a': 0.5, 'e': 0.6822212072876136}",20,2,-79.246996086298,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.6814897204691691}",30,15,-90.13843213628819,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 2}",1
822,False,"{'a': 0.5, 'e': 0.6807575521610609}",30,0,-44.57484515053752,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",1
823,False,"{'a': 0.5, 'e': 0.6800247030954574}",30,4,-155.07417174066384,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 3}",1
824,False,"{'a': 0.5, 'e': 0.6792911740052073}",25,2,4.296217851822602,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
825,False,"{'a': 0.5, 'e': 0.6785569656238399}",20,15,-3.437126201898036,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
826,False,"{'a': 0.5, 'e': 0.6778220786855633}",30,0,-189.1850530627382,"{0: 18, 1: 1, 2: 8, 3: 0, 4: 3}",0
827,False,"{'a': 0.5, 'e': 0.6770865139252646}",25,0,-65.50487475479589,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
828,False,"{'a': 0.5, 'e': 0.6763502720785085}",30,19,-3.7842292180407613,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
829,False,"{'a': 0.5, 'e': 0.6756133538815365}",20,10,1.3065591107371803,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.6748757600712672}",20,0,-55.540137775855655,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
831,False,"{'a': 0.5, 'e': 0.6741374913852938}",20,0,-31.05002381200754,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
832,False,"{'a': 0.5, 'e': 0.6733985485618852}",35,0,-128.56846211661727,"{0: 22, 1: 3, 2: 8, 3: 1, 4: 1}",0
833,False,"{'a': 0.5, 'e': 0.6726589323399843}",20,8,-31.90986041338571,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
834,False,"{'a': 0.5, 'e': 0.671918643459207}",30,7,-62.71290943904845,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
835,False,"{'a': 0.5, 'e': 0.6711776826598423}",25,0,-155.62354821146315,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
836,False,"{'a': 0.5, 'e': 0.6704360506828508}",25,7,-105.76686058864499,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 2}",1
837,False,"{'a': 0.5, 'e': 0.6696937482698646}",30,11,-69.28788711234165,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 1}",1
838,False,"{'a': 0.5, 'e': 0.6689507761631859}",20,0,-77.13414082184579,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
839,False,"{'a': 0.5, 'e': 0.6682071351057868}",25,0,-66.31291345037475,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
840,False,"{'a': 0.5, 'e': 0.6674628258413082}",20,0,-26.887019696193924,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
841,False,"{'a': 0.5, 'e': 0.6667178491140594}",20,16,7.381176152042532,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.665972205669017}",25,7,-31.64856041273454,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.6652258962518245}",25,0,-69.92198226709027,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
844,False,"{'a': 0.5, 'e': 0.6644789216087912}",30,15,19.340614699581696,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.6637312824868916}",20,0,-99.53357332076509,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
846,False,"{'a': 0.5, 'e': 0.662982979633765}",20,0,-52.837240877066456,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
847,False,"{'a': 0.5, 'e': 0.6622340137977137}",25,0,-75.56365153212755,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
848,False,"{'a': 0.5, 'e': 0.6614843857277041}",20,0,-78.99104264053223,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
849,False,"{'a': 0.5, 'e': 0.6607340961733636}",20,0,-59.876664073909566,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
850,False,"{'a': 0.5, 'e': 0.6599831458849822}",30,0,-150.30362250652655,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
851,False,"{'a': 0.5, 'e': 0.6592315356135099}",20,9,-11.419907680164673,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.6584792661105568}",20,0,-80.22793714590838,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
853,False,"{'a': 0.5, 'e': 0.6577263381283927}",20,0,-43.19325680939898,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
854,False,"{'a': 0.5, 'e': 0.656972752419945}",20,2,-89.74264950474056,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 1}",1
855,False,"{'a': 0.5, 'e': 0.6562185097387998}",20,1,-83.62905604587397,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 2}",1
856,False,"{'a': 0.5, 'e': 0.6554636108391995}",25,0,-19.110156721265298,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
857,False,"{'a': 0.5, 'e': 0.654708056476043}",20,0,-76.68969385652798,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
858,False,"{'a': 0.5, 'e': 0.6539518474048845}",25,3,-94.40668400835003,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 2}",1
859,False,"{'a': 0.5, 'e': 0.6531949843819332}",20,0,-185.6177247328946,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
860,False,"{'a': 0.5, 'e': 0.6524374681640519}",20,5,-76.49732469176031,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 1}",1
861,False,"{'a': 0.5, 'e': 0.6516792995087568}",20,8,-73.17528289718815,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
862,False,"{'a': 0.5, 'e': 0.6509204791742165}",20,3,-23.74676009731271,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.6501610079192514}",20,0,-74.62242614534007,"{0: 11, 1: 0, 2: 9, 3: 0, 4: 0}",0
864,False,"{'a': 0.5, 'e': 0.6494008865033324}",25,4,-95.6910609503778,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 1}",1
865,False,"{'a': 0.5, 'e': 0.648640115686581}",30,4,-42.17894460778627,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 1}",1
866,False,"{'a': 0.5, 'e': 0.647878696229768}",30,6,-57.84306579295314,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 1}",1
867,False,"{'a': 0.5, 'e': 0.6471166288943128}",35,0,-45.98254841120329,"{0: 29, 1: 1, 2: 4, 3: 0, 4: 1}",0
868,False,"{'a': 0.5, 'e': 0.6463539144422826}",20,0,-27.28214382887228,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
869,False,"{'a': 0.5, 'e': 0.6455905536363918}",25,8,-42.71941134045682,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.6448265472400012}",30,0,-171.38360203266348,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 4}",0
871,False,"{'a': 0.5, 'e': 0.6440618960171172}",30,8,-73.49398350902547,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 1}",1
872,False,"{'a': 0.5, 'e': 0.6432966007323907}",30,0,-97.88196508447086,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
873,False,"{'a': 0.5, 'e': 0.6425306621511171}",20,0,-60.650750087586935,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
874,False,"{'a': 0.5, 'e': 0.6417640810392349}",35,11,-13.786017844133763,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.6409968581633252}",25,14,-81.07583167322642,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 2}",1
876,False,"{'a': 0.5, 'e': 0.6402289942906106}",30,7,-47.83958716262558,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.6394604901889552}",25,0,-7.11076327622372,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
878,False,"{'a': 0.5, 'e': 0.6386913466268629}",25,6,-36.48226027443454,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.6379215643734772}",25,6,4.812717692473706,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.6371511441985802}",30,20,3.658836989111727,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.6363800868725922}",25,0,-133.28003807540728,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
882,False,"{'a': 0.5, 'e': 0.6356083931665704}",30,11,-46.639010851774906,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 0}",1
883,False,"{'a': 0.5, 'e': 0.6348360638522083}",20,1,-32.41913404077348,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.6340630997018352}",20,4,-55.08113429924797,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
885,False,"{'a': 0.5, 'e': 0.6332895014884152}",20,11,-6.918970019821347,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.6325152699855466}",30,0,-87.04896783007152,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
887,False,"{'a': 0.5, 'e': 0.6317404059674607}",25,10,-51.59889512047775,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
888,False,"{'a': 0.5, 'e': 0.6309649102090216}",25,2,15.96440223570306,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.6301887834857247}",20,0,-35.83947416440325,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
890,False,"{'a': 0.5, 'e': 0.6294120265736969}",25,0,-49.17384573375013,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
891,False,"{'a': 0.5, 'e': 0.628634640249695}",25,0,-91.07882002429011,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",1
892,False,"{'a': 0.5, 'e': 0.6278566252911052}",20,7,-7.282367191134016,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.6270779824759424}",20,12,-2.629111047602358,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.6262987125828494}",25,8,-48.06755564694696,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
895,False,"{'a': 0.5, 'e': 0.6255188163910961}",30,15,-36.93789772952857,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 1}",1
896,False,"{'a': 0.5, 'e': 0.6247382946805784}",35,0,-67.02435422545567,"{0: 26, 1: 5, 2: 2, 3: 1, 4: 1}",1
897,False,"{'a': 0.5, 'e': 0.6239571482318181}",20,0,-48.868617181271425,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
898,False,"{'a': 0.5, 'e': 0.6231753778259617}",20,0,-12.699553631566939,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
899,False,"{'a': 0.5, 'e': 0.6223929842447793}",30,0,-97.27202260371628,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
900,False,"{'a': 0.5, 'e': 0.6216099682706645}",25,10,-64.36414021916023,"{0: 11, 1: 0, 2: 0, 3: 4, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.6208263306866333}",30,15,9.866052818802284,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.620042072276323}",25,0,-34.16009586342754,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
903,False,"{'a': 0.5, 'e': 0.6192571938239922}",35,13,7.808361102756962,"{0: 18, 1: 4, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.6184716961145192}",25,4,-71.98800364873395,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 1}",1
905,False,"{'a': 0.5, 'e': 0.6176855799334017}",30,0,-65.73742477500427,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
906,False,"{'a': 0.5, 'e': 0.6168988460667556}",25,1,-53.16784785945598,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
907,False,"{'a': 0.5, 'e': 0.6161114953013149}",25,20,9.101903185353006,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.6153235284244302}",25,7,-43.95502068435997,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
909,False,"{'a': 0.5, 'e': 0.6145349462240683}",30,0,-77.71628994200846,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",0
910,False,"{'a': 0.5, 'e': 0.6137457494888116}",30,0,-77.55443497404544,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
911,False,"{'a': 0.5, 'e': 0.6129559390078564}",30,12,-50.38331028394345,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
912,False,"{'a': 0.5, 'e': 0.6121655155710133}",30,18,-12.446884749137107,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.6113744799687056}",25,0,-50.48258159566781,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
914,False,"{'a': 0.5, 'e': 0.6105828329919689}",25,5,-33.03714945737523,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.6097905754324502}",25,7,-4.756249804308484,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.6089977080824067}",20,0,-96.74941728892473,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
917,False,"{'a': 0.5, 'e': 0.6082042317347061}",20,0,-26.798056984408387,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
918,False,"{'a': 0.5, 'e': 0.6074101471828243}",30,12,-41.22224970184321,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
